source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
20221129_T4_039	Homo sapiens	not available	not available	not available	cell	single cell	FACS	20221129_T4_039	1	1	20221129_T4_039	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221129_T4_039.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD053053/20221129_T4_039.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20221129_T4_017	Homo sapiens	not available	not available	not available	cell	single cell	FACS	20221129_T4_017	1	2	20221129_T4_017	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221129_T4_017.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD053053/20221129_T4_017.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20221129_T4_036	Homo sapiens	not available	not available	not available	cell	single cell	FACS	20221129_T4_036	1	3	20221129_T4_036	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221129_T4_036.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD053053/20221129_T4_036.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20221129_T4_026	Homo sapiens	not available	not available	not available	cell	single cell	FACS	20221129_T4_026	1	4	20221129_T4_026	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221129_T4_026.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD053053/20221129_T4_026.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20221129_T4_027	Homo sapiens	not available	not available	not available	cell	single cell	FACS	20221129_T4_027	1	5	20221129_T4_027	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221129_T4_027.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD053053/20221129_T4_027.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20221123_T4_003	Homo sapiens	not available	not available	not available	cell	single cell	FACS	20221123_T4_003	1	6	20221123_T4_003	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221123_T4_003.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD053053/20221123_T4_003.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20221129_T4_011	Homo sapiens	not available	not available	not available	cell	single cell	FACS	20221129_T4_011	1	7	20221129_T4_011	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221129_T4_011.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD053053/20221129_T4_011.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20220924_T4_010	Homo sapiens	not available	not available	not available	cell	single cell	FACS	20220924_T4_010	1	8	20220924_T4_010	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20220924_T4_010.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD053053/20220924_T4_010.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20221126_T4_014	Homo sapiens	not available	not available	not available	cell	single cell	FACS	20221126_T4_014	1	9	20221126_T4_014	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221126_T4_014.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD053053/20221126_T4_014.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20221126_T4_004	Homo sapiens	not available	not available	not available	cell	single cell	FACS	20221126_T4_004	1	10	20221126_T4_004	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221126_T4_004.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD053053/20221126_T4_004.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20221126_T4_020	Homo sapiens	not available	not available	not available	cell	single cell	FACS	20221126_T4_020	1	11	20221126_T4_020	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221126_T4_020.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD053053/20221126_T4_020.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20221129_T4_005	Homo sapiens	not available	not available	not available	cell	single cell	FACS	20221129_T4_005	1	12	20221129_T4_005	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221129_T4_005.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD053053/20221129_T4_005.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20221129_T4_033	Homo sapiens	not available	not available	not available	cell	single cell	FACS	20221129_T4_033	1	13	20221129_T4_033	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221129_T4_033.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD053053/20221129_T4_033.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20221126_T4_038	Homo sapiens	not available	not available	not available	cell	single cell	FACS	20221126_T4_038	1	14	20221126_T4_038	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221126_T4_038.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD053053/20221126_T4_038.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20221129_T4_010	Homo sapiens	not available	not available	not available	cell	single cell	FACS	20221129_T4_010	1	15	20221129_T4_010	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221129_T4_010.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD053053/20221129_T4_010.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
