source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
20240924_AST5_Evo3_IoO5cm_CLK_80SPD_Orbitrap-Orbitrap_DDA_45k_Prot_OneTip_3000Cells_TMTproZero_Ratio1-2_Fixation_4	Homo sapiens	Cell culture	not available	Cell culture	cell	pooled	FACS	20240924_AST5_Evo3_IoO5cm_CLK_80SPD_Orbitrap-Orbitrap_DDA_45k_Prot_OneTip_3000Cells_TMTproZero_Ratio1-2_Fixation_4	3000	1	20240924_AST5_Evo3_IoO5cm_CLK_80SPD_Orbitrap-Orbitrap_DDA_45k_Prot_OneTip_3000Cells_TMTproZero_Ratio1-2_Fixation_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20240924_AST5_Evo3_IoO5cm_CLK_80SPD_Orbitrap-Orbitrap_DDA_45k_Prot_OneTip_3000Cells_TMTproZero_Ratio1-2_Fixation_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD056327/20240924_AST5_Evo3_IoO5cm_CLK_80SPD_Orbitrap-Orbitrap_DDA_45k_Prot_OneTip_3000Cells_TMTproZero_Ratio1-2_Fixation_4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_NF_direct_11	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	FACS	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_NF_direct_11	1	2	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_NF_direct_11	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_NF_direct_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD056327/20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_NF_direct_11.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20240909_AST5_Evo3_IP_80SPD_4Th6ms_nDIA_Prot_OneTip_1000cells_1PC-FA_DMSO_1	Homo sapiens	Cell culture	not available	Cell culture	cell	pooled	FACS	20240909_AST5_Evo3_IP_80SPD_4Th6ms_nDIA_Prot_OneTip_1000cells_1PC-FA_DMSO_1	1000	3	20240909_AST5_Evo3_IP_80SPD_4Th6ms_nDIA_Prot_OneTip_1000cells_1PC-FA_DMSO_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20240909_AST5_Evo3_IP_80SPD_4Th6ms_nDIA_Prot_OneTip_1000cells_1PC-FA_DMSO_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD056327/20240909_AST5_Evo3_IP_80SPD_4Th6ms_nDIA_Prot_OneTip_1000cells_1PC-FA_DMSO_1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Fixed_direct_8	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	FACS	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Fixed_direct_8	1	4	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Fixed_direct_8	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Fixed_direct_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD056327/20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Fixed_direct_8.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20240909_AST5_Evo3_IP_80SPD_4Th6ms_nDIA_Prot_OneTip_1000cells_2PC-FA_MTX_1	Homo sapiens	Cell culture	not available	Cell culture	cell	pooled	FACS	20240909_AST5_Evo3_IP_80SPD_4Th6ms_nDIA_Prot_OneTip_1000cells_2PC-FA_MTX_1	1000	5	20240909_AST5_Evo3_IP_80SPD_4Th6ms_nDIA_Prot_OneTip_1000cells_2PC-FA_MTX_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20240909_AST5_Evo3_IP_80SPD_4Th6ms_nDIA_Prot_OneTip_1000cells_2PC-FA_MTX_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD056327/20240909_AST5_Evo3_IP_80SPD_4Th6ms_nDIA_Prot_OneTip_1000cells_2PC-FA_MTX_1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Freezer_NF_12	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	FACS	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Freezer_NF_12	1	6	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Freezer_NF_12	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Freezer_NF_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD056327/20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Freezer_NF_12.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Freezer_NF_10	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	FACS	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Freezer_NF_10	1	7	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Freezer_NF_10	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Freezer_NF_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD056327/20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Freezer_NF_10.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Freezer_Fixed_7	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	FACS	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Freezer_Fixed_7	1	8	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Freezer_Fixed_7	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Freezer_Fixed_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD056327/20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Freezer_Fixed_7.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Ice_Fixed_6	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	FACS	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Ice_Fixed_6	1	9	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Ice_Fixed_6	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Ice_Fixed_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD056327/20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Ice_Fixed_6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Ice_Fixed_15	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	FACS	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Ice_Fixed_15	1	10	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Ice_Fixed_15	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Ice_Fixed_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD056327/20240909_AST5_Evo3_ML_80SPD_DIA_HeLa_SCP_Ice_Fixed_15.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
