source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
20200729_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to20_DIA_rep1	Homo sapiens	not available	not available	not available	cell	single cell	not applicable	20200729_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to20_DIA_rep1	1	1	20200729_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to20_DIA_rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20200729_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to20_DIA_rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/01/PXD027912/20200729_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to20_DIA_rep1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20200811_Exploris_RSLC9_Waters_Ctortecka_TMT10plex_try_DDA_1to5to5_rep3	Homo sapiens	not available	not available	not available	cell	single cell	not applicable	20200811_Exploris_RSLC9_Waters_Ctortecka_TMT10plex_try_DDA_1to5to5_rep3	1	2	20200811_Exploris_RSLC9_Waters_Ctortecka_TMT10plex_try_DDA_1to5to5_rep3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20200811_Exploris_RSLC9_Waters_Ctortecka_TMT10plex_try_DDA_1to5to5_rep3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/01/PXD027912/20200811_Exploris_RSLC9_Waters_Ctortecka_TMT10plex_try_DDA_1to5to5_rep3.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20200729_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to1_DDA_rep1	Homo sapiens	not available	not available	not available	cell	single cell	not applicable	20200729_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to1_DDA_rep1	1	3	20200729_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to1_DDA_rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20200729_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to1_DDA_rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/01/PXD027912/20200729_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to1_DDA_rep1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20200731_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to10to10_DIA_rep3	Homo sapiens	not available	not available	not available	cell	single cell	not applicable	20200731_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to10to10_DIA_rep3	1	4	20200731_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to10to10_DIA_rep3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20200731_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to10to10_DIA_rep3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/01/PXD027912/20200731_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to10to10_DIA_rep3.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20200807_Exploris_RSLC9_Waters_Ctortecka_TMT10plex_try_DDA_1to1_rep2	Homo sapiens	not available	not available	not available	cell	single cell	not applicable	20200807_Exploris_RSLC9_Waters_Ctortecka_TMT10plex_try_DDA_1to1_rep2	1	5	20200807_Exploris_RSLC9_Waters_Ctortecka_TMT10plex_try_DDA_1to1_rep2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20200807_Exploris_RSLC9_Waters_Ctortecka_TMT10plex_try_DDA_1to1_rep2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/01/PXD027912/20200807_Exploris_RSLC9_Waters_Ctortecka_TMT10plex_try_DDA_1to1_rep2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20200731_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to5to5_DDA_rep2	Homo sapiens	not available	not available	not available	cell	single cell	not applicable	20200731_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to5to5_DDA_rep2	1	6	20200731_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to5to5_DDA_rep2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20200731_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to5to5_DDA_rep2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/01/PXD027912/20200731_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to5to5_DDA_rep2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20200519_Exploris_RSLC9_NanoEase-1_5ul-loop_Ctortecka_IMBA_SCoPE2_tryp_rep1	Homo sapiens	not available	not available	not available	cell	single cell	not applicable	20200519_Exploris_RSLC9_NanoEase-1_5ul-loop_Ctortecka_IMBA_SCoPE2_tryp_rep1	1	7	20200519_Exploris_RSLC9_NanoEase-1_5ul-loop_Ctortecka_IMBA_SCoPE2_tryp_rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20200519_Exploris_RSLC9_NanoEase-1_5ul-loop_Ctortecka_IMBA_SCoPE2_tryp_rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/01/PXD027912/20200519_Exploris_RSLC9_NanoEase-1_5ul-loop_Ctortecka_IMBA_SCoPE2_tryp_rep1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20200729_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to20_DDA_rep1	Homo sapiens	not available	not available	not available	cell	single cell	not applicable	20200729_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to20_DDA_rep1	1	8	20200729_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to20_DDA_rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20200729_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to20_DDA_rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/01/PXD027912/20200729_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to20_DDA_rep1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20200518_Exploris_RSLC9_NanoEase-1_5ul-loop_Ctortecka_IMBA_SCoPE_tryp_rep1	Homo sapiens	not available	not available	not available	cell	single cell	not applicable	20200518_Exploris_RSLC9_NanoEase-1_5ul-loop_Ctortecka_IMBA_SCoPE_tryp_rep1	1	9	20200518_Exploris_RSLC9_NanoEase-1_5ul-loop_Ctortecka_IMBA_SCoPE_tryp_rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20200518_Exploris_RSLC9_NanoEase-1_5ul-loop_Ctortecka_IMBA_SCoPE_tryp_rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/01/PXD027912/20200518_Exploris_RSLC9_NanoEase-1_5ul-loop_Ctortecka_IMBA_SCoPE_tryp_rep1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20200731_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to5_DIA_rep2	Homo sapiens	not available	not available	not available	cell	single cell	not applicable	20200731_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to5_DIA_rep2	1	10	20200731_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to5_DIA_rep2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20200731_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to5_DIA_rep2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/01/PXD027912/20200731_Exploris_RSLC9_NanoEase-1_Ctortecka_TMTpro_1to5_DIA_rep2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
