source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
FAIMS_2CV_OTIT_HCD_300ITMS2_Blank_2	Homo sapiens	Cell culture	not available	Cell culture	cell	empty	laser capture microdissection	empty	0	1	FAIMS_2CV_OTIT_HCD_300ITMS2_Blank_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FAIMS_2CV_OTIT_HCD_300ITMS2_Blank_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD022791/FAIMS_2CV_OTIT_HCD_300ITMS2_Blank_2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
FAIMS_3CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep3	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	laser capture microdissection	FAIMS_3CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep3	1	2	FAIMS_3CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FAIMS_3CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD022791/FAIMS_3CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
FAIMS_3CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep1	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	laser capture microdissection	FAIMS_3CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep1	1	3	FAIMS_3CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FAIMS_3CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD022791/FAIMS_3CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
FAIMS_2CV_HELA_Point5ng_OTIT_CID_300ITMS2_Rep1	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	laser capture microdissection	FAIMS_2CV_HELA_Point5ng_OTIT_CID_300ITMS2_Rep1	1	4	FAIMS_2CV_HELA_Point5ng_OTIT_CID_300ITMS2_Rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FAIMS_2CV_HELA_Point5ng_OTIT_CID_300ITMS2_Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD022791/FAIMS_2CV_HELA_Point5ng_OTIT_CID_300ITMS2_Rep1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
FAIMS_2CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep1	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	laser capture microdissection	FAIMS_2CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep1	1	5	FAIMS_2CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FAIMS_2CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD022791/FAIMS_2CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
FAIMS_2CV_OTIT_HCD_300ITMS2_Blank_1	Homo sapiens	Cell culture	not available	Cell culture	cell	empty	laser capture microdissection	empty	0	6	FAIMS_2CV_OTIT_HCD_300ITMS2_Blank_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FAIMS_2CV_OTIT_HCD_300ITMS2_Blank_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD022791/FAIMS_2CV_OTIT_HCD_300ITMS2_Blank_1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
FAIMS_2CV_HELA_Point5ng_OTOT_HCD_300ITMS2_Rep3	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	laser capture microdissection	FAIMS_2CV_HELA_Point5ng_OTOT_HCD_300ITMS2_Rep3	1	7	FAIMS_2CV_HELA_Point5ng_OTOT_HCD_300ITMS2_Rep3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FAIMS_2CV_HELA_Point5ng_OTOT_HCD_300ITMS2_Rep3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD022791/FAIMS_2CV_HELA_Point5ng_OTOT_HCD_300ITMS2_Rep3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
FAIMS_2CV_HELA_Point5ng_OTOT_HCD_300ITMS2_Rep1	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	laser capture microdissection	FAIMS_2CV_HELA_Point5ng_OTOT_HCD_300ITMS2_Rep1	1	8	FAIMS_2CV_HELA_Point5ng_OTOT_HCD_300ITMS2_Rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FAIMS_2CV_HELA_Point5ng_OTOT_HCD_300ITMS2_Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD022791/FAIMS_2CV_HELA_Point5ng_OTOT_HCD_300ITMS2_Rep1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
FAIMS_2CV_OTIT_HCD_300ITMS2_Blank_3	Homo sapiens	Cell culture	not available	Cell culture	cell	empty	laser capture microdissection	empty	0	9	FAIMS_2CV_OTIT_HCD_300ITMS2_Blank_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FAIMS_2CV_OTIT_HCD_300ITMS2_Blank_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD022791/FAIMS_2CV_OTIT_HCD_300ITMS2_Blank_3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
FAIMS_3CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep2	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	laser capture microdissection	FAIMS_3CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep2	1	10	FAIMS_3CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	FAIMS_3CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD022791/FAIMS_3CV_HELA_Point5ng_OTIT_HCD_300ITMS2_Rep2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
