source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
BulkTrainMusMusculusAstral8	Homo sapiens	not available	not available	not available	cell	bulk control	cellenONE	BulkTrainMusMusculusAstral8	not applicable	1	BulkTrainMusMusculusAstral8	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	BulkTrainMusMusculusAstral8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD069898/BulkTrainMusMusculusAstral8.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
SSP_Training_HomoSapiens_OrganoidBAstral	Homo sapiens	not available	not available	not available	cell	single cell	cellenONE	SSP_Training_HomoSapiens_OrganoidBAstral	1	2	SSP_Training_HomoSapiens_OrganoidBAstral	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	SSP_Training_HomoSapiens_OrganoidBAstral.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD069898/SSP_Training_HomoSapiens_OrganoidBAstral.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
SSP_MusMusculus_TrainingAstral	Homo sapiens	not available	not available	not available	cell	single cell	cellenONE	SSP_MusMusculus_TrainingAstral	1	3	SSP_MusMusculus_TrainingAstral	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	SSP_MusMusculus_TrainingAstral.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD069898/SSP_MusMusculus_TrainingAstral.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
SCPHomosapiensOrganoidTestAstral	Homo sapiens	not available	not available	not available	cell	single cell	cellenONE	SCPHomosapiensOrganoidTestAstral	1	4	SCPHomosapiensOrganoidTestAstral	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	SCPHomosapiensOrganoidTestAstral.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD069898/SCPHomosapiensOrganoidTestAstral.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
BulkTrainMusMusculusAstral6	Homo sapiens	not available	not available	not available	cell	bulk control	cellenONE	BulkTrainMusMusculusAstral6	not applicable	5	BulkTrainMusMusculusAstral6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	BulkTrainMusMusculusAstral6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD069898/BulkTrainMusMusculusAstral6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
BulkTrainMusMusculusAstral9	Homo sapiens	not available	not available	not available	cell	bulk control	cellenONE	BulkTrainMusMusculusAstral9	not applicable	6	BulkTrainMusMusculusAstral9	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	BulkTrainMusMusculusAstral9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD069898/BulkTrainMusMusculusAstral9.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
BulkTrainMusMusculusAstral3	Homo sapiens	not available	not available	not available	cell	bulk control	cellenONE	BulkTrainMusMusculusAstral3	not applicable	7	BulkTrainMusMusculusAstral3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	BulkTrainMusMusculusAstral3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD069898/BulkTrainMusMusculusAstral3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
BulkTrainMusMusculusAstral1	Homo sapiens	not available	not available	not available	cell	bulk control	cellenONE	BulkTrainMusMusculusAstral1	not applicable	8	BulkTrainMusMusculusAstral1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	BulkTrainMusMusculusAstral1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD069898/BulkTrainMusMusculusAstral1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
SSP_Training_HomoSapiens_OrganoidA_Astral	Homo sapiens	not available	not available	not available	cell	single cell	cellenONE	SSP_Training_HomoSapiens_OrganoidA_Astral	1	9	SSP_Training_HomoSapiens_OrganoidA_Astral	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	SSP_Training_HomoSapiens_OrganoidA_Astral.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD069898/SSP_Training_HomoSapiens_OrganoidA_Astral.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
BulkTrainMusMusculusAstral4	Homo sapiens	not available	not available	not available	cell	bulk control	cellenONE	BulkTrainMusMusculusAstral4	not applicable	10	BulkTrainMusMusculusAstral4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	BulkTrainMusMusculusAstral4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD069898/BulkTrainMusMusculusAstral4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
BulkTrainHeLa200ngAstral	Homo sapiens	not available	not available	not available	cell	bulk control	cellenONE	BulkTrainHeLa200ngAstral	not applicable	11	BulkTrainHeLa200ngAstral	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	BulkTrainHeLa200ngAstral.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD069898/BulkTrainHeLa200ngAstral.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
BulkTrainMusMusculusAstral2	Homo sapiens	not available	not available	not available	cell	bulk control	cellenONE	BulkTrainMusMusculusAstral2	not applicable	12	BulkTrainMusMusculusAstral2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	BulkTrainMusMusculusAstral2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD069898/BulkTrainMusMusculusAstral2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
BulkTrainMusMusculusAstral5	Homo sapiens	not available	not available	not available	cell	bulk control	cellenONE	BulkTrainMusMusculusAstral5	not applicable	13	BulkTrainMusMusculusAstral5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	BulkTrainMusMusculusAstral5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD069898/BulkTrainMusMusculusAstral5.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
BulkTrainMusMusculusAstral7	Homo sapiens	not available	not available	not available	cell	bulk control	cellenONE	BulkTrainMusMusculusAstral7	not applicable	14	BulkTrainMusMusculusAstral7	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	BulkTrainMusMusculusAstral7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD069898/BulkTrainMusMusculusAstral7.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
