source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
2021-06-25-BS07_D11_DIA_E3-rep1	Homo sapiens	Embryo	not available	not available	cell	single cell	not applicable	2021-06-25-BS07_D11_DIA_E3-rep1	1	1	2021-06-25-BS07_D11_DIA_E3-rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2021-06-25-BS07_D11_DIA_E3-rep1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD046467/2021-06-25-BS07_D11_DIA_E3-rep1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
2021_2_8_BS03_Hela-DIA_75mintrial1	Homo sapiens	Embryo	not available	not available	cell	single cell	not applicable	2021_2_8_BS03_Hela-DIA_75mintrial1	1	2	2021_2_8_BS03_Hela-DIA_75mintrial1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2021_2_8_BS03_Hela-DIA_75mintrial1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD046467/2021_2_8_BS03_Hela-DIA_75mintrial1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
2023-06-17_BS01_cell3_rep4	Homo sapiens	Embryo	not available	not available	cell	single cell	not applicable	2023-06-17_BS01_cell3_rep4	1	3	2023-06-17_BS01_cell3_rep4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2023-06-17_BS01_cell3_rep4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD046467/2023-06-17_BS01_cell3_rep4.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
2021-1-20-BS04-Hela-60min-trial2	Homo sapiens	Embryo	not available	not available	cell	single cell	not applicable	2021-1-20-BS04-Hela-60min-trial2	1	4	2021-1-20-BS04-Hela-60min-trial2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2021-1-20-BS04-Hela-60min-trial2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD046467/2021-1-20-BS04-Hela-60min-trial2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
2023-06-15_BS05_cell2_rep2	Homo sapiens	Embryo	not available	not available	cell	single cell	not applicable	2023-06-15_BS05_cell2_rep2	1	5	2023-06-15_BS05_cell2_rep2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2023-06-15_BS05_cell2_rep2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD046467/2023-06-15_BS05_cell2_rep2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
2020_12_17_BS01_hela_DDA_90min_trial1	Homo sapiens	Embryo	not available	not available	cell	single cell	not applicable	2020_12_17_BS01_hela_DDA_90min_trial1	1	6	2020_12_17_BS01_hela_DDA_90min_trial1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2020_12_17_BS01_hela_DDA_90min_trial1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD046467/2020_12_17_BS01_hela_DDA_90min_trial1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
2021-06-25-BS08_D11_DIA_E3-rep2	Homo sapiens	Embryo	not available	not available	cell	single cell	not applicable	2021-06-25-BS08_D11_DIA_E3-rep2	1	7	2021-06-25-BS08_D11_DIA_E3-rep2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2021-06-25-BS08_D11_DIA_E3-rep2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD046467/2021-06-25-BS08_D11_DIA_E3-rep2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
2021_2_6_BS01_Hela-DIA40mintrial1	Homo sapiens	Embryo	not available	not available	cell	single cell	not applicable	2021_2_6_BS01_Hela-DIA40mintrial1	1	8	2021_2_6_BS01_Hela-DIA40mintrial1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2021_2_6_BS01_Hela-DIA40mintrial1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD046467/2021_2_6_BS01_Hela-DIA40mintrial1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
2021-1-21-BS04-Hela-60min-trial4	Homo sapiens	Embryo	not available	not available	cell	single cell	not applicable	2021-1-21-BS04-Hela-60min-trial4	1	9	2021-1-21-BS04-Hela-60min-trial4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2021-1-21-BS04-Hela-60min-trial4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD046467/2021-1-21-BS04-Hela-60min-trial4.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
2021-06-25-BS02_D11_DIA_E2-rep2	Homo sapiens	Embryo	not available	not available	cell	single cell	not applicable	2021-06-25-BS02_D11_DIA_E2-rep2	1	10	2021-06-25-BS02_D11_DIA_E2-rep2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2021-06-25-BS02_D11_DIA_E2-rep2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD046467/2021-06-25-BS02_D11_DIA_E2-rep2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
