source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
Subject1_FACS145_T_D12	Homo sapiens	Blood	not available	not available	cell	single cell	FACS	Subject1_FACS145_T_D12	1	1	Subject1_FACS145_T_D12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Subject1_FACS145_T_D12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD021882/Subject1_FACS145_T_D12.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Subject1_FACS145_T_D13	Homo sapiens	Blood	not available	not available	cell	single cell	FACS	Subject1_FACS145_T_D13	1	2	Subject1_FACS145_T_D13	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Subject1_FACS145_T_D13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD021882/Subject1_FACS145_T_D13.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_500cell_K16	Homo sapiens	Blood	not available	not available	cell	pooled	FACS	HeLa_500cell_K16	500	3	HeLa_500cell_K16	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HeLa_500cell_K16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD021882/HeLa_500cell_K16.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
AutoPOTS_FACS_HeLa10cell_G21	Homo sapiens	Blood	not available	not available	cell	pooled	FACS	AutoPOTS_FACS_HeLa10cell_G21	10	4	AutoPOTS_FACS_HeLa10cell_G21	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	AutoPOTS_FACS_HeLa10cell_G21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD021882/AutoPOTS_FACS_HeLa10cell_G21.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
AutoPOTS_FACS_HeLa10cells_G6	Homo sapiens	Blood	not available	not available	cell	pooled	FACS	AutoPOTS_FACS_HeLa10cells_G6	10	5	AutoPOTS_FACS_HeLa10cells_G6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	AutoPOTS_FACS_HeLa10cells_G6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD021882/AutoPOTS_FACS_HeLa10cells_G6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_10cell_H2	Homo sapiens	Blood	not available	not available	cell	pooled	FACS	HeLa_10cell_H2	10	6	HeLa_10cell_H2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HeLa_10cell_H2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD021882/HeLa_10cell_H2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_0cell_B18	Homo sapiens	Blood	not available	not available	cell	single cell	FACS	HeLa_0cell_B18	0	7	HeLa_0cell_B18	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HeLa_0cell_B18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD021882/HeLa_0cell_B18.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_150cell_I12	Homo sapiens	Blood	not available	not available	cell	pooled	FACS	HeLa_150cell_I12	150	8	HeLa_150cell_I12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HeLa_150cell_I12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD021882/HeLa_150cell_I12.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
AutoPOTS_FACS_HeLa500cells_H20	Homo sapiens	Blood	not available	not available	cell	pooled	FACS	AutoPOTS_FACS_HeLa500cells_H20	500	9	AutoPOTS_FACS_HeLa500cells_H20	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	AutoPOTS_FACS_HeLa500cells_H20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD021882/AutoPOTS_FACS_HeLa500cells_H20.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
AutoPOTS_FACS_HeLa500cells_H22	Homo sapiens	Blood	not available	not available	cell	pooled	FACS	AutoPOTS_FACS_HeLa500cells_H22	500	10	AutoPOTS_FACS_HeLa500cells_H22	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	AutoPOTS_FACS_HeLa500cells_H22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD021882/AutoPOTS_FACS_HeLa500cells_H22.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
