source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
ffpe_50um_rep2_autopots	Mus musculus	Liver	not available	not available	cell	single cell	nanoPOTS	ffpe_50um_rep2_autopots	1	1	ffpe_50um_rep2_autopots	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	ffpe_50um_rep2_autopots.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD029729/ffpe_50um_rep2_autopots.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
200um_ffpe_70180rep2	Mus musculus	Liver	not available	not available	cell	single cell	nanoPOTS	200um_ffpe_70180rep2	1	2	200um_ffpe_70180rep2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	200um_ffpe_70180rep2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD029729/200um_ffpe_70180rep2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
200um_frfr_7060rep1	Mus musculus	Liver	not available	not available	cell	single cell	nanoPOTS	200um_frfr_7060rep1	1	3	200um_frfr_7060rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	200um_frfr_7060rep1_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD029729/200um_frfr_7060rep1_.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
50um_ffpe_nanopots_rep4	Mus musculus	Liver	not available	not available	cell	single cell	nanoPOTS	50um_ffpe_nanopots_rep4	1	4	50um_ffpe_nanopots_rep4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	50um_ffpe_nanopots_rep4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD029729/50um_ffpe_nanopots_rep4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
100um_frfr_nanopots_rep1	Mus musculus	Liver	not available	not available	cell	single cell	nanoPOTS	100um_frfr_nanopots_rep1	1	5	100um_frfr_nanopots_rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	100um_frfr_nanopots_rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD029729/100um_frfr_nanopots_rep1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
ffpe_200um_rep1_autopots	Mus musculus	Liver	not available	not available	cell	single cell	nanoPOTS	ffpe_200um_rep1_autopots	1	6	ffpe_200um_rep1_autopots	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	ffpe_200um_rep1_autopots.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD029729/ffpe_200um_rep1_autopots.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
100um_frfr_nanopots_rep4	Mus musculus	Liver	not available	not available	cell	single cell	nanoPOTS	100um_frfr_nanopots_rep4	1	7	100um_frfr_nanopots_rep4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	100um_frfr_nanopots_rep4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD029729/100um_frfr_nanopots_rep4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
200um_ffpe_70180rep3	Mus musculus	Liver	not available	not available	cell	single cell	nanoPOTS	200um_ffpe_70180rep3	1	8	200um_ffpe_70180rep3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	200um_ffpe_70180rep3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD029729/200um_ffpe_70180rep3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
ffpe_200um_rep4_autopots	Mus musculus	Liver	not available	not available	cell	single cell	nanoPOTS	ffpe_200um_rep4_autopots	1	9	ffpe_200um_rep4_autopots	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	ffpe_200um_rep4_autopots.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD029729/ffpe_200um_rep4_autopots.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
ffpe_100um_rep4_autopots	Mus musculus	Liver	not available	not available	cell	single cell	nanoPOTS	ffpe_100um_rep4_autopots	1	10	ffpe_100um_rep4_autopots	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	ffpe_100um_rep4_autopots.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD029729/ffpe_100um_rep4_autopots.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
