source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
140611SL_10oocytes	Homo sapiens	Oocyte	not available	Oocyte	cell	single cell	not applicable	140611SL_10oocytes	1	1	140611SL_10oocytes	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	140611SL_10oocytes.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/08/PXD003121/140611SL_10oocytes.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
140818SL_MII4	Homo sapiens	Oocyte	not available	Oocyte	cell	single cell	not applicable	140818SL_MII4	1	2	140818SL_MII4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	140818SL_MII4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/08/PXD003121/140818SL_MII4.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
130724SL_100oocytes-hangingdropimmature1	Homo sapiens	Oocyte	not available	Oocyte	cell	single cell	not applicable	130724SL_100oocytes-hangingdropimmature1	1	3	130724SL_100oocytes-hangingdropimmature1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	130724SL_100oocytes-hangingdropimmature1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/08/PXD003121/130724SL_100oocytes-hangingdropimmature1.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
140611SL_1oocyte	Homo sapiens	Oocyte	not available	Oocyte	cell	single cell	not applicable	140611SL_1oocyte	1	4	140611SL_1oocyte	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	140611SL_1oocyte.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/08/PXD003121/140611SL_1oocyte.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
130724SL_100oocytes-hangingdropimmature2	Homo sapiens	Oocyte	not available	Oocyte	cell	single cell	not applicable	130724SL_100oocytes-hangingdropimmature2	1	5	130724SL_100oocytes-hangingdropimmature2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	130724SL_100oocytes-hangingdropimmature2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/08/PXD003121/130724SL_100oocytes-hangingdropimmature2.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
130724SL_control-medium	Homo sapiens	Oocyte	not available	Oocyte	cell	bulk control	not applicable	130724SL_control-medium	not applicable	6	130724SL_control-medium	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	130724SL_control-medium.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/08/PXD003121/130724SL_control-medium.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
130724SL_secretome-immature	Homo sapiens	Oocyte	not available	Oocyte	cell	single cell	not applicable	130724SL_secretome-immature	1	7	130724SL_secretome-immature	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	130724SL_secretome-immature.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/08/PXD003121/130724SL_secretome-immature.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
140611SL_5oocytes	Homo sapiens	Oocyte	not available	Oocyte	cell	single cell	not applicable	140611SL_5oocytes	1	8	140611SL_5oocytes	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	140611SL_5oocytes.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/08/PXD003121/140611SL_5oocytes.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
140818SL_GV3	Homo sapiens	Oocyte	not available	Oocyte	cell	single cell	not applicable	140818SL_GV3	1	9	140818SL_GV3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	140818SL_GV3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/08/PXD003121/140818SL_GV3.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
141030SL_GV-MII_10-Oocytes_2	Homo sapiens	Oocyte	not available	Oocyte	cell	single cell	not applicable	141030SL_GV-MII_10-Oocytes_2	1	10	141030SL_GV-MII_10-Oocytes_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	141030SL_GV-MII_10-Oocytes_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/08/PXD003121/141030SL_GV-MII_10-Oocytes_2.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
